knee_angle,knee_cross,hip_angle,hip_cross,back_angle,knee_label,hip_label,back_label,overall_label
89.74,0.6354,92.58,0.1041,47.29,3,0,0,3
95.3,0.0148,72.21,0.1789,45.1,0,2,0,2
85.26,0.1722,88.85,0.1417,38.05,0,0,0,0
46.88,0.1054,81.05,-0.0519,42.12,3,0,0,3
62.64,0.89,42.61,0.0969,71.55,3,3,3,3
66.74,0.7263,44.01,-0.0049,74.26,3,3,3,3
86.34,0.1024,104.72,0.007,38.91,0,1,0,1
113.28,0.0896,86.59,0.0468,40.09,1,0,0,1
92.92,0.3264,88.37,0.065,37.61,1,0,0,1
89.66,-0.0135,76.95,-0.1165,33.11,0,2,0,2
89.53,-0.1622,93.96,0.0908,46.7,0,0,0,0
99.81,-0.0594,89.49,-0.0478,43.91,0,0,0,0
50.08,0.7365,47.42,0.0399,69.44,3,3,3,3
109.17,0.525,111.42,-0.0676,52.75,1,1,1,1
97.68,-0.0752,88.27,0.0987,43.61,0,0,0,0
73.94,-0.3894,62.44,0.072,17.44,2,2,2,2
94.97,0.4659,94.17,-0.0936,40.7,1,0,0,1
136.08,-0.0422,139.59,-0.0801,39.21,3,3,0,3
90.77,-0.3348,96.71,0.0327,31.82,2,0,0,2
90.11,0.105,108.22,0.1577,34.15,0,1,0,1
87.17,-0.1207,96.61,-0.1866,45.85,0,0,0,0
94.63,-0.49,83.59,-0.0918,36.33,2,0,0,2
78.0,0.1251,94.99,0.1022,40.11,2,0,0,2
90.66,-0.0044,87.91,0.1589,48.7,0,0,0,0
76.06,-0.2514,87.36,-0.0848,44.41,2,0,0,2
90.51,0.0131,89.21,0.1936,40.8,0,0,0,0
96.72,-0.8984,86.31,-0.1412,46.8,3,0,0,3
90.72,0.1172,101.38,-0.0013,37.04,0,1,0,1
95.71,0.328,91.9,-0.0834,48.32,1,0,0,1
59.54,-0.0747,84.39,0.0207,38.25,3,0,0,3
86.59,-0.8262,92.97,-0.0501,39.34,3,0,0,3
90.94,-0.7275,80.62,0.1671,44.02,3,0,0,3
96.98,-0.0869,77.18,0.0685,19.03,0,2,2,2
90.96,0.7134,86.33,-0.1428,42.73,3,0,0,3
101.02,-0.0445,103.81,0.0966,35.92,1,1,0,1
82.93,-0.5252,67.89,0.0851,24.82,2,2,2,2
64.3,0.781,48.26,0.0522,79.18,3,3,3,3
61.53,0.8762,46.66,0.1447,67.05,3,3,3,3
98.28,0.6678,94.19,0.0684,47.7,3,0,0,3
55.31,0.1797,94.68,0.0525,29.81,3,0,3,3
90.1,-0.2127,78.3,-0.1537,44.18,0,2,0,2
57.09,-0.0955,83.67,0.0017,47.23,3,0,0,3
90.28,0.6002,89.31,-0.0419,26.88,3,0,2,3
91.81,-0.0703,91.58,-0.2183,75.55,0,0,3,3
96.58,-0.193,96.07,0.1471,42.67,0,0,0,0
88.8,-0.6458,100.92,-0.0621,44.4,3,3,0,3
70.68,0.7887,42.54,-0.0631,73.67,3,3,3,3
90.93,0.1913,84.83,0.1285,37.69,0,0,0,0
89.21,0.6531,84.4,0.0388,46.39,3,0,0,3
71.43,-0.2012,95.4,0.0482,48.86,2,0,0,2
95.93,-0.3734,85.83,-0.1643,44.93,2,0,0,2
86.37,-0.2183,90.44,-0.0501,48.0,0,0,0,0
98.21,-0.0921,93.58,0.0565,41.62,0,0,0,0
97.66,-0.254,93.87,0.0241,40.49,2,0,0,2
92.37,0.1692,104.65,-0.0229,46.46,0,1,0,1
59.55,0.6129,54.4,-0.1092,72.61,3,3,3,3
79.75,0.0582,82.22,0.0226,46.81,2,0,0,2
88.31,0.2119,111.31,0.1661,49.3,0,1,0,1
86.77,0.1555,82.02,0.1582,77.49,0,0,3,3
95.1,-0.094,111.92,-0.0159,52.93,0,1,1,1
80.69,-0.0078,81.26,0.0591,31.99,2,0,0,2
98.75,0.1779,95.69,0.0274,42.53,0,0,0,0
98.02,0.3164,86.06,0.1877,49.21,1,0,0,1
91.34,-0.359,95.12,0.1487,44.58,2,0,0,2
99.38,-0.1112,66.85,0.0675,37.02,0,2,0,2
94.2,0.3934,93.74,-0.024,39.69,1,0,0,1
87.82,0.1108,109.44,-0.0298,36.89,0,1,0,1
95.55,0.1408,62.06,-0.0194,40.04,0,2,0,2
81.04,-0.0783,95.17,-0.0725,36.57,2,0,0,2
91.79,-0.4265,85.9,0.0433,40.01,2,0,0,2
91.83,0.2097,85.91,-0.0256,28.79,0,0,2,2
65.38,0.5842,38.5,0.1339,74.92,3,3,3,3
93.23,-0.4671,89.48,-0.1525,37.87,2,0,0,2
86.92,0.1598,96.18,-0.168,33.01,0,0,0,0
75.28,-0.2212,65.84,-0.045,31.29,2,2,0,2
127.13,-0.1369,143.46,0.0416,40.25,3,3,0,3
90.5,-0.1444,92.39,-0.0208,36.75,0,0,0,0
70.56,-0.0138,94.02,-0.0524,43.11,2,0,0,2
95.02,-0.2801,96.24,0.103,55.3,2,0,1,1
96.29,-0.153,95.02,-0.0063,20.14,0,0,2,2
89.31,-0.1115,69.64,-0.0502,31.61,0,2,0,2
86.97,0.4035,98.46,0.047,47.04,1,0,0,1
89.67,-0.1857,86.96,-0.0232,38.05,0,0,0,0
91.19,0.2221,109.58,-0.0081,40.53,0,1,0,1
85.83,-0.076,88.01,-0.0832,32.57,0,0,0,0
75.45,-0.4162,69.89,0.0156,20.29,2,2,2,2
62.27,0.6504,53.41,-0.097,77.39,3,3,3,3
88.45,0.2679,102.11,-0.0803,35.03,1,1,0,1
137.49,-0.0459,132.19,-0.1824,39.99,3,3,0,3
112.68,0.369,110.49,-0.0108,60.44,1,1,1,1
96.05,-0.0374,84.5,-0.1248,38.8,0,0,0,0
96.14,0.1536,96.72,0.0809,62.8,0,0,1,1
93.14,0.131,87.58,0.014,43.82,0,0,0,0
86.52,0.105,99.92,-0.0014,36.14,0,0,0,0
65.66,0.7078,37.11,-0.1478,73.43,3,3,3,3
98.21,0.1404,97.29,-0.0064,16.39,0,0,2,2
146.14,0.2242,138.27,-0.0736,46.85,3,3,0,3
64.01,0.608,47.63,-0.1037,87.46,3,3,3,3
79.08,0.0961,94.06,0.0658,44.48,2,0,0,2
91.48,-0.464,89.21,-0.0354,37.85,2,0,0,2
96.76,-0.0895,93.3,-0.0556,56.68,0,0,1,1
103.22,-0.1265,97.94,0.0516,48.59,1,0,0,1
97.54,0.1726,80.9,0.0642,37.75,0,0,0,0
87.86,0.726,96.78,0.0124,36.35,3,0,0,3
94.97,-0.0075,96.22,-0.0836,62.01,0,0,1,1
87.32,0.0569,88.05,0.0433,42.16,0,0,0,0
87.66,-0.0216,91.14,0.0728,17.05,0,0,2,2
94.94,-0.3021,89.41,0.1269,38.69,2,0,0,2
86.72,0.3744,87.99,0.2004,48.45,1,0,0,1
97.43,-0.0654,95.85,0.0886,53.65,0,0,1,1
101.28,0.6424,89.93,-0.0212,45.86,3,0,0,3
56.83,0.1615,90.35,-0.0833,37.77,3,0,0,3
76.02,-0.2731,89.04,-0.1054,36.31,2,0,0,2
95.42,0.1528,99.04,-0.0859,76.32,0,0,3,3
90.09,-0.141,112.87,-0.1466,33.58,0,1,0,1
102.43,-0.0941,89.6,-0.0197,42.46,1,0,0,1
102.65,0.0156,93.21,0.0161,32.82,1,0,0,1
88.6,-0.2314,90.68,0.1173,86.73,0,0,3,3
96.13,0.331,96.32,0.1384,31.48,1,0,0,1
97.84,-0.2598,109.51,0.0136,46.08,2,1,0,1
91.24,0.4536,80.38,0.1733,43.11,1,0,0,1
102.12,0.1899,111.78,-0.2094,49.52,1,1,0,1
96.71,-0.1062,97.19,-0.0075,45.03,0,0,0,0
92.17,-0.1674,68.11,0.1076,43.08,0,2,0,2
89.37,0.1259,82.48,0.0981,45.63,0,0,0,0
85.53,0.3315,95.82,-0.1481,45.48,1,0,0,1
89.92,0.1541,94.34,-0.0089,53.42,0,0,1,1
93.92,-0.1847,85.95,0.1007,34.23,0,0,0,0
98.11,0.0271,97.61,-0.0821,35.17,0,0,0,0
89.88,0.1635,81.48,-0.1758,30.28,0,0,0,0
90.39,-0.1372,86.77,0.137,43.47,0,0,0,0
92.95,0.427,89.72,-0.1183,32.44,1,0,0,1
90.11,0.2289,88.21,0.0051,46.54,0,0,0,0
101.75,-0.0231,83.24,0.0754,45.46,1,0,0,1
67.98,0.6544,54.56,-0.0667,76.53,3,3,3,3
97.83,0.3601,85.77,-0.0235,41.36,1,0,0,1
71.43,-0.1148,95.58,-0.0893,41.75,2,0,0,2
95.68,-0.2743,85.29,0.1495,48.4,2,0,0,2
107.08,-0.2242,91.5,0.1124,40.22,1,0,0,1
84.09,-0.2955,63.74,-0.0482,25.26,2,2,2,2
119.76,0.0491,116.79,-0.0636,42.04,3,3,0,3
106.21,0.0017,88.58,-0.0426,48.68,1,0,0,1
101.26,-0.3505,99.39,0.0577,31.55,2,0,0,2
53.96,0.1701,85.24,-0.0164,36.71,3,0,0,3
96.13,-0.0747,75.4,-0.0753,42.33,0,2,0,2
94.1,0.1375,90.89,-0.1192,34.37,0,0,0,0
97.13,0.4315,92.22,0.048,45.27,1,0,0,1
103.74,0.3463,99.76,0.1301,58.81,1,0,1,1
85.01,0.0202,95.89,0.079,34.84,0,0,0,0
92.92,0.1535,101.97,0.0707,43.74,0,1,0,1
52.85,0.8509,35.25,0.0028,66.96,3,3,3,3
85.19,-0.245,86.68,-0.0515,38.83,2,0,0,2
90.77,0.0257,97.98,0.1338,20.31,0,0,2,2
44.7,0.7678,47.35,0.1773,65.49,3,3,3,3
87.63,0.0118,95.42,0.0668,42.46,0,0,0,0
107.94,0.0627,96.35,-0.1223,40.86,1,0,0,1
92.1,0.346,84.13,-0.1475,26.07,1,0,2,1
97.47,0.2689,92.47,0.0786,38.34,1,0,0,1
94.94,0.4037,92.63,-0.1212,33.84,1,0,0,1
93.77,-0.0435,90.47,0.1,30.72,0,0,0,0
59.61,0.6616,51.09,-0.0383,75.99,3,3,3,3
82.94,-0.1081,84.11,-0.1447,26.3,2,0,2,2
103.86,0.1872,87.47,-0.1281,38.46,1,0,0,1
94.31,-0.0095,84.07,-0.0663,35.02,0,0,0,0
105.53,-0.1867,87.98,-0.1199,34.37,1,0,0,1
63.81,0.8018,53.1,0.0176,85.97,3,3,3,3
94.03,0.1568,87.82,-0.0842,40.55,0,0,0,0
92.86,0.3301,79.93,0.0502,69.21,1,3,3,3
93.81,-0.027,88.76,0.0266,47.72,0,0,0,0
79.82,0.0757,99.47,0.0378,47.21,2,0,0,2
119.7,-0.1418,130.22,-0.104,38.57,3,3,0,3
96.94,0.0117,103.21,0.0171,32.62,0,1,0,1
97.43,0.1744,90.02,0.0353,16.19,0,0,2,2
107.04,-0.0941,93.03,0.0114,32.08,1,0,0,1
93.57,0.1049,95.45,-0.1172,73.2,0,0,3,3
106.66,-0.0504,90.81,0.1666,41.83,1,0,0,1
92.16,-0.4923,81.57,0.0459,44.41,2,0,0,2
93.11,0.2043,89.47,-0.0167,36.23,0,0,0,0
90.02,-0.159,93.72,0.1008,62.05,0,0,1,1
87.74,-0.2083,76.5,0.0949,45.36,0,2,0,2
52.49,0.7728,49.92,0.054,81.91,3,3,3,3
145.37,-0.0937,135.64,0.0483,32.03,3,3,0,3
84.79,-0.4462,87.74,-0.1489,41.82,2,0,0,2
106.51,0.2188,90.74,-0.1133,44.85,1,0,0,1
87.15,0.2012,80.95,0.0668,32.24,0,0,0,0
90.62,-0.4832,87.74,-0.0528,40.36,2,0,0,2
81.22,-0.1507,82.51,0.0579,41.73,2,0,0,2
100.68,-0.6935,82.36,-0.163,37.52,3,0,0,3
113.66,-0.1907,88.04,-0.1394,41.3,1,0,0,1
99.8,-0.0853,94.73,-0.037,52.35,0,0,1,1
98.23,0.8277,79.51,-0.1432,37.49,3,3,0,3
89.59,-0.2205,89.98,0.2014,71.6,0,0,3,3
108.43,-0.0275,99.64,-0.0496,38.88,1,0,0,1
89.24,0.2098,94.37,-0.1056,46.45,0,0,0,0
91.66,-0.0051,91.32,0.0572,37.78,0,0,0,0
90.51,-0.0398,111.8,-0.0442,43.04,0,1,0,1
79.43,-0.3883,68.39,0.0987,17.46,2,2,2,2
92.14,-0.1602,84.97,-0.1212,63.53,0,0,1,1
89.59,-0.0394,108.44,0.0221,37.45,0,1,0,1
87.28,0.4936,89.92,0.0034,38.06,1,0,0,1
89.06,0.1498,95.5,-0.0676,37.4,0,0,0,0
93.08,-0.0757,97.88,-0.0522,78.65,0,0,3,3
104.22,0.4522,105.87,0.1138,55.78,1,1,1,1
89.9,-0.8271,85.97,-0.0243,43.01,3,0,0,3
95.76,-0.202,94.21,0.0339,38.0,0,0,0,0
75.8,-0.0772,84.02,-0.0204,39.18,2,0,0,2
93.72,0.0058,112.5,0.162,43.16,0,1,0,1
88.6,-0.2625,80.23,-0.0973,36.52,2,0,0,2
110.08,-0.0193,84.73,-0.0203,48.13,1,0,0,1
96.77,0.4269,86.28,-0.0033,35.45,1,0,0,1
97.3,0.3694,96.09,-0.0594,41.11,1,0,0,1
98.24,-0.3688,92.03,-0.0005,43.04,2,0,0,2
47.43,0.6458,52.79,-0.0237,69.18,3,3,3,3
94.51,-0.7369,93.02,0.0843,35.91,3,0,0,3
119.98,-0.1086,129.73,0.1602,29.48,3,3,3,3
88.29,-0.0034,67.45,-0.0554,36.96,0,2,0,2
45.66,0.0866,90.44,-0.1186,35.0,3,0,0,3
85.33,0.031,87.76,-0.228,45.4,0,0,0,0
95.47,-0.0823,93.02,-0.0263,35.21,0,0,0,0
82.91,-0.6205,89.76,-0.1243,44.61,3,0,0,3
99.24,0.0995,98.68,0.065,45.98,0,0,0,0
96.95,0.4572,86.03,0.0712,41.75,1,0,0,1
90.98,-0.0045,97.18,0.0679,42.61,0,0,0,0
82.07,-0.0953,95.18,0.0851,38.43,2,0,0,2
63.14,0.79,57.54,0.0311,80.49,3,3,3,3
93.24,0.4237,90.33,-0.0621,46.28,1,0,0,1
99.13,-0.17,110.94,0.1859,48.61,0,1,0,1
90.71,0.1287,82.99,0.0097,45.97,0,0,0,0
95.55,0.1188,84.66,-0.1383,40.62,0,0,0,0
92.32,0.2039,93.29,-0.1159,48.18,0,0,0,0
80.86,0.0244,91.5,-0.1412,38.07,2,0,0,2
93.31,0.1351,86.37,0.0181,33.91,0,0,0,0
89.2,-0.0882,87.19,0.1458,36.28,0,0,0,0
87.63,-0.0948,91.55,-0.0062,34.35,0,0,0,0
87.09,0.4222,99.07,-0.055,36.23,1,0,0,1
78.58,0.2206,81.55,0.1,38.51,2,0,0,2
87.48,0.0473,87.25,-0.1674,38.7,0,0,0,0
86.77,0.2445,90.88,-0.0091,35.2,1,0,0,1
92.47,0.0997,82.92,0.0114,44.65,0,0,0,0
97.23,-0.1481,84.35,0.0086,68.06,0,0,3,3
96.16,0.201,84.49,-0.016,39.03,0,0,0,0
114.14,0.0668,87.91,0.1261,44.55,1,0,0,1
88.64,-0.1128,77.32,-0.1281,32.03,0,2,0,2
97.32,-0.2711,87.88,-0.021,55.61,2,0,1,1
72.46,-0.3525,67.85,-0.1133,30.09,2,2,0,2
85.83,-0.1644,85.85,-0.0598,18.38,0,0,2,2
93.96,0.4937,91.07,0.0929,33.09,1,0,0,1
86.58,-0.002,112.38,0.0139,44.49,0,1,0,1
91.31,0.7456,77.65,0.1268,43.12,3,2,0,3
91.37,0.4145,78.59,0.0266,45.09,1,2,0,1
88.34,0.0002,86.62,0.0453,59.3,0,0,1,1
94.97,0.8658,90.26,0.0508,36.83,3,0,0,3
96.5,0.1541,88.48,0.0175,48.34,0,0,0,0
92.86,-0.5397,94.69,0.1212,36.84,2,0,0,2
99.07,-0.0239,90.41,-0.0695,19.85,0,0,2,2
64.54,0.0282,92.75,-0.0787,47.7,3,0,0,3
95.62,0.0252,110.54,-0.0213,49.04,0,1,0,1
115.99,0.3711,105.66,0.0117,59.93,1,1,1,1
88.8,-0.3196,93.21,-0.0762,45.66,2,0,0,2
102.56,0.1687,89.91,0.0644,39.2,1,0,0,1
86.29,-0.0967,92.92,0.04,61.02,0,0,1,1
94.98,0.0874,85.94,-0.1579,80.23,0,0,3,3
113.48,0.206,85.78,-0.1809,43.54,1,0,0,1
89.55,-0.4146,97.8,0.1693,45.23,2,0,0,2
49.95,0.7556,41.58,0.1165,75.92,3,3,3,3
99.17,0.0234,92.1,-0.0114,30.87,0,0,0,0
100.72,-0.4112,96.14,0.1358,38.4,2,0,0,2
103.88,-0.1087,98.69,-0.0388,43.15,1,0,0,1
97.94,0.0889,88.63,0.1438,43.71,0,0,0,0
66.15,0.6364,57.21,0.0478,80.36,3,3,3,3
97.38,-0.0376,90.75,0.018,43.31,0,0,0,0
89.72,0.1296,82.84,0.1087,41.29,0,0,0,0
96.98,0.4286,80.29,-0.0226,30.06,1,0,0,1
94.96,-0.2019,68.07,-0.0888,46.75,0,2,0,2
95.61,-0.356,84.26,-0.0401,36.84,2,0,0,2
88.26,-0.7284,91.29,-0.0895,46.81,3,0,0,3
90.82,-0.0209,81.31,-0.0112,35.32,0,0,0,0
96.44,-0.0244,93.65,-0.0428,35.96,0,0,0,0
85.01,-0.0305,84.65,0.1169,57.83,0,0,1,1
114.7,-0.1012,121.84,0.1177,51.51,1,3,1,3
101.07,0.0505,90.74,0.0327,81.57,1,0,3,3
87.38,0.4382,84.7,0.0219,40.63,1,0,0,1
39.32,0.7403,45.99,-0.0721,64.98,3,3,1,3
95.33,-0.2483,96.51,-0.0613,47.42,2,0,0,2
97.12,-0.6681,101.37,-0.0854,39.02,3,1,0,3
88.28,-0.0482,62.95,-0.0561,41.03,0,2,0,2
84.84,0.7095,94.89,-0.1604,35.21,3,0,0,3
82.61,0.2028,109.07,-0.1368,34.24,2,1,0,1
88.29,0.0343,95.43,0.1264,46.81,0,0,0,0
110.92,-0.1454,95.07,-0.1723,38.57,1,0,0,1
47.14,0.7387,46.88,0.0416,77.76,3,3,3,3
58.26,0.0646,79.02,0.0958,46.86,3,3,0,3
69.62,0.8189,33.47,0.0001,80.8,3,3,3,3
50.12,0.2336,86.1,-0.1684,33.7,3,0,0,3
87.34,0.0565,85.0,0.0975,42.7,0,0,0,0
94.34,-0.0067,88.27,-0.1388,27.57,0,0,2,2
87.31,0.4302,84.37,-0.149,37.5,1,0,0,1
91.12,-0.2526,76.68,-0.1486,44.53,2,2,0,2
92.68,0.2933,84.77,0.0175,86.12,1,0,3,3
96.34,-0.2326,90.56,0.0531,30.83,0,0,0,0
55.31,0.692,48.95,-0.115,81.95,3,3,3,3
96.43,0.1138,97.5,-0.0615,36.6,0,0,0,0
95.34,0.1546,85.65,-0.0052,44.31,0,0,0,0
90.06,-0.1876,97.04,-0.1118,36.84,0,0,0,0
89.39,0.2698,95.85,-0.1635,48.81,1,0,0,1
88.13,-0.1942,85.02,0.0243,30.18,0,0,0,0
59.38,0.8485,40.73,-0.0981,71.58,3,3,3,3
94.32,0.0681,102.9,-0.0461,40.29,0,1,0,1
49.05,0.5653,59.32,0.1431,70.35,3,3,3,3
86.14,-0.4914,86.41,-0.0311,32.93,2,0,0,2
97.4,-0.3206,90.05,-0.027,44.13,2,0,0,2
96.36,-0.4369,94.61,-0.0383,44.39,2,0,0,2
113.68,0.2841,103.52,0.0567,64.01,1,1,1,1
80.78,-0.3423,63.71,0.1149,23.04,2,2,2,2
100.65,0.2956,112.88,-0.1045,53.48,1,1,1,1
99.4,0.4879,91.95,0.2272,41.45,1,0,0,1
101.02,0.4581,110.13,-0.1137,61.39,1,1,1,1
92.12,0.2419,86.85,-0.0721,33.42,1,0,0,1
85.44,0.0086,102.78,-0.057,46.92,0,1,0,1
55.38,0.2183,94.12,0.0288,30.43,3,0,0,3
96.9,-0.1695,61.66,0.157,37.58,0,2,0,2
87.43,-0.2329,87.33,0.0482,61.89,0,0,1,1
96.52,0.0658,92.62,0.085,44.4,0,0,0,0
75.32,0.098,86.36,-0.0841,46.05,2,0,0,2
117.01,-0.2667,143.94,0.0739,34.89,2,3,0,3
91.33,-0.6086,96.68,0.0689,45.53,3,0,0,3
85.94,0.0125,96.15,-0.1423,79.5,0,0,3,3
80.65,-0.272,91.32,0.0844,31.16,2,0,0,2
74.08,0.1283,82.09,-0.0538,38.01,2,0,0,2
113.25,0.3718,103.25,-0.0397,56.56,1,1,1,1
99.34,0.1353,85.76,0.09,35.92,0,0,0,0
98.29,-0.5226,92.99,-0.0223,33.56,2,0,0,2
91.17,0.2241,81.73,-0.097,39.02,0,0,0,0
147.05,-0.1111,135.55,-0.164,36.71,3,3,0,3
95.67,0.4824,90.71,0.0276,34.83,1,0,0,1
93.52,-0.0896,64.83,0.0996,45.91,0,2,0,2
91.12,0.1874,97.27,-0.1309,45.53,0,0,0,0
95.12,0.4929,97.24,-0.1272,35.36,1,0,0,1
93.25,0.3836,86.32,-0.0292,39.11,1,0,0,1
90.03,-0.4533,84.45,0.0818,36.99,2,0,0,2
93.31,-0.1775,91.9,0.0826,49.31,0,0,0,0
59.61,0.5392,50.78,0.1402,82.39,1,3,3,3
99.38,-0.1708,95.85,0.1079,30.28,0,0,0,0
92.06,0.3898,83.02,0.0297,33.36,1,0,0,1
71.93,-0.0333,89.77,-0.0685,35.56,2,0,0,2
96.74,-0.1389,73.87,-0.1595,40.21,0,2,0,2
91.4,-0.1162,73.99,-0.0214,45.64,0,2,0,2
76.56,-0.102,91.14,-0.0658,34.18,2,0,0,2
87.79,-0.0703,69.35,-0.0177,41.04,0,2,0,2
106.89,0.0334,98.11,0.1615,45.32,1,0,0,1
88.81,0.1748,72.24,0.1043,48.32,0,2,0,2
89.65,-0.0058,99.58,-0.0966,20.49,0,0,2,2
93.65,-0.1155,73.21,-0.0008,43.27,0,2,0,2
85.73,0.174,105.01,0.1272,31.59,0,1,0,1
73.53,-0.2867,68.95,-0.0309,24.48,2,2,2,2
95.05,0.0748,93.12,0.0956,40.41,0,0,0,0
51.04,0.0122,100.91,0.1459,33.0,3,3,0,3
99.03,0.5356,80.8,-0.0394,40.85,1,0,0,1
106.15,0.2663,113.6,0.1168,58.61,1,1,1,1
98.77,-0.1352,69.88,-0.0141,42.15,0,2,0,2
50.65,0.5485,48.02,0.1538,72.18,1,3,3,3
133.94,0.0057,142.81,0.0161,28.64,3,3,2,3
65.65,0.5489,63.43,-0.0703,82.86,1,2,3,3
61.43,0.5417,39.38,-0.1872,71.34,1,3,3,3
76.71,0.0944,95.63,-0.0644,49.07,2,0,0,2
96.26,0.1637,74.4,-0.0068,44.39,0,2,0,2
93.4,-0.0681,86.0,0.1501,46.72,0,0,0,0
101.23,0.1272,97.61,-0.0948,36.96,1,0,0,1
51.9,0.023,78.77,-0.177,29.61,3,2,3,3
98.56,-0.2459,81.58,-0.0832,58.75,2,0,1,1
87.2,0.1009,96.42,-0.0878,33.06,0,0,0,0
88.19,-0.1588,85.85,0.0565,42.44,0,0,0,0
98.63,0.1424,90.46,-0.0437,79.69,0,0,3,3
87.56,-0.0289,97.93,0.0275,56.2,0,0,1,1
91.22,0.1504,82.43,-0.0518,83.77,0,0,3,3
109.87,0.109,98.8,0.0011,33.74,1,0,0,1
52.32,0.7243,37.02,-0.0609,73.2,3,3,3,3
83.59,0.1243,60.59,0.0422,38.55,2,2,0,2
86.81,0.0221,96.47,-0.2105,40.2,0,0,0,0
88.5,0.0402,93.33,0.0493,18.09,0,0,2,2
97.38,-0.13,61.67,-0.101,48.62,0,2,0,2
89.01,-0.1222,111.91,0.098,37.71,0,1,0,1
51.96,0.5877,42.91,-0.1903,73.63,3,3,3,3
98.18,0.3473,107.78,0.0633,57.45,1,1,1,1
98.88,-0.8421,96.92,-0.0567,39.09,3,0,0,3
90.66,-0.1495,72.86,-0.0535,33.02,0,2,0,2
93.12,-0.0722,95.81,0.0822,37.37,0,0,0,0
88.12,0.2117,83.49,-0.0769,45.04,0,0,0,0
88.33,-0.0562,87.88,0.0177,35.23,0,0,0,0
96.36,0.4677,82.66,-0.0197,32.88,1,0,0,1
73.59,0.0662,83.47,0.0593,37.22,2,0,0,2
88.91,0.148,84.99,-0.1718,28.24,0,0,2,2
88.86,-0.0426,94.19,-0.1349,43.67,0,0,0,0
89.9,-0.2247,108.08,0.0346,32.75,0,1,0,1
70.67,0.6755,45.51,0.1666,79.7,3,3,3,3
96.83,0.2088,95.72,-0.0756,40.28,0,0,0,0
92.23,0.1377,91.73,-0.0033,46.41,0,0,0,0
90.52,0.4987,92.97,-0.1395,42.85,1,0,0,1
90.05,-0.0387,74.18,0.1057,43.74,0,2,0,2
90.72,-0.0819,101.49,-0.1142,46.8,0,1,0,1
92.84,0.0195,86.29,-0.022,61.88,0,0,1,1
119.1,0.2351,125.42,-0.0127,42.26,3,3,0,3
47.03,0.6561,43.81,0.1008,66.34,3,3,3,3
94.53,0.7314,97.37,-0.0362,51.65,3,0,1,3
92.28,0.1529,97.08,-0.0659,33.71,0,0,0,0
45.75,0.7328,37.01,-0.1571,76.42,3,3,3,3
49.2,0.8493,52.71,0.0249,77.75,3,3,3,3
101.38,0.5142,90.56,0.1292,33.5,1,0,0,1
99.83,0.2318,82.22,0.0986,28.01,0,0,2,2
90.11,0.0902,96.7,-0.0636,69.09,0,0,3,3
107.92,0.0315,90.23,-0.0576,32.48,1,0,0,1
51.92,0.8653,57.81,-0.1137,65.76,3,3,3,3
90.06,0.1271,92.72,-0.0787,40.37,0,0,0,0
85.07,0.0285,108.24,0.2193,36.44,0,1,0,1
102.7,-0.0735,81.39,0.0272,54.54,1,0,1,1
94.29,0.2523,86.87,0.0354,41.54,1,0,0,1
118.87,-0.1394,131.11,0.033,42.33,3,3,0,3
128.36,0.0687,128.24,0.0051,49.88,3,3,0,3
87.71,0.0767,80.87,-0.1246,47.76,0,0,0,0
98.05,-0.0305,83.01,0.0749,45.88,0,0,0,0
57.75,0.7791,51.04,0.0491,79.71,3,3,3,3
109.67,-0.1957,87.0,-0.0987,43.09,1,0,0,1
88.86,0.3922,91.59,-0.068,45.23,1,0,0,1
45.4,0.1655,85.93,0.0877,37.31,3,0,0,3
90.8,0.1913,79.98,-0.0631,68.43,0,3,3,3
95.4,-0.5007,95.12,-0.1218,34.6,2,0,0,2
90.21,-0.136,82.7,-0.0148,27.36,0,0,2,2
55.04,0.7019,55.78,0.088,88.74,3,3,3,3
85.46,-0.1076,87.91,-0.0054,33.83,0,0,0,0
93.94,0.1624,105.1,-0.0441,33.77,0,1,0,1
90.75,0.1719,76.79,-0.1093,36.87,0,2,0,2
84.18,-0.3032,62.11,-0.1007,17.79,2,2,2,2
98.55,0.4149,93.23,0.0654,26.84,1,0,2,1
53.74,0.5549,53.85,0.0482,74.74,3,3,3,3
93.31,-0.8552,90.33,-0.1127,42.82,3,0,0,3
62.45,0.669,51.34,-0.0775,76.01,3,3,3,3
87.27,0.0931,95.52,-0.1614,33.09,0,0,0,0
113.64,0.5449,114.96,0.017,51.03,1,1,1,1
87.48,0.0305,82.68,0.098,34.66,0,0,0,0
108.72,0.3828,106.98,-0.0617,56.1,1,1,1,1
93.34,0.4751,95.3,-0.0455,36.71,1,0,0,1
132.36,0.3104,137.14,-0.0001,32.86,1,3,0,3
87.11,0.0525,80.26,-0.0242,33.98,0,0,0,0
78.49,0.1364,88.9,0.0027,28.17,2,0,2,2
96.57,0.7197,90.33,-0.0775,44.83,3,0,0,3
85.7,0.1175,104.88,-0.0298,48.68,0,1,0,1
95.58,-0.1823,107.96,-0.1255,44.06,0,1,0,1
93.56,-0.0563,80.86,-0.0239,36.18,0,0,0,0
51.58,-0.0035,79.06,0.0395,49.59,3,3,0,3
102.17,0.4805,97.8,0.0497,36.99,1,0,0,1
69.92,0.1315,99.73,0.135,35.08,3,0,0,3
97.93,-0.1063,61.26,0.1527,42.21,0,2,0,2
71.93,0.7766,56.67,0.0192,77.57,3,3,3,3
